Cena,Stanje,Tip,Godiste,Kilometraza,Kubikaza,kW,KS,BrojCilindara,Menjac,Boja,Registracija,Poreklo,Ostecenje
900,Polovan motor,Scooter,2001,19500,125,9,12,1, Automatski, Plava, Registrovan,Domace tablice, Nije ostecen
4150,Polovan motor,Sport / Super sport,2008,20000,748,81,110,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
1150,Polovan motor,Sport / Super sport,1989,98000,600,66,90,4, Manuelni, Bela, Nije registrovan,Domace tablice, Nije ostecen
3599,Polovan motor,Sport / Super sport,2008,40000,675,92,124,3, Manuelni, Siva, Nije registrovan, Strane tablice, Nije ostecen
250,Polovan motor,Moped,1996,1000,50,3,4,1, Manuelni, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
520,Polovan motor,Scooter,2006,18182,125,12,16,1, Automatski, Siva, Nije registrovan,Domace tablice, ostecen - nije u voznom stanju
800,Polovan motor,Chopper / Cruiser,1985,65825,124,8,11,2, Manuelni, Bordo, Registrovan,Domace tablice, Nije ostecen
1200,Polovan motor,Scooter,2000,60000,400,25,34,1, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
750,Polovan motor,Scooter,2003,31190,125,8,11,1, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
800,Polovan motor,Enduro / Cross,1998,5200,125,11,15,1, Manuelni, Crvena, Nije registrovan, Na ime kupca, Nije ostecen
2200,Polovan motor,Sport / Super sport,2002,47650,1000,117,159,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
6900,Polovan motor,Scooter,2013,12000,839,56,76,, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
2100,Polovan motor,Scooter,2005,32150,400,24,32,1, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
3500,Polovan motor,Touring,2004,34500,1000,72,98,2, Manuelni, Siva, Registrovan,Domace tablice, Nije ostecen
1450,Polovan motor,Enduro / Cross,1991,46663,499,37,50,2, Manuelni, Ljubičasta, Registrovan,Domace tablice, Nije ostecen
4200,Polovan motor,Sport / Super sport,2005,26600,1000,131,178,4, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
1600,Polovan motor,Sport / Super sport,1999,37000,800,34,46,4, Manuelni,Zuta, Nije registrovan, Strane tablice, Nije ostecen
725,Polovan motor,Scooter,2010,800,125,8,11,1, Automatski, Zelena, Registrovan,Domace tablice, Nije ostecen
5500,Polovan motor,Touring,2013,29000,650,47,64,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
3500,Polovan motor,Chopper / Cruiser,1999,31450,750,34,46,2, Manuelni, Zelena, Nije registrovan,Domace tablice, Nije ostecen
750,Polovan motor,Moped,1967,28764,49,1,2,1, Manuelni, Zelena, Trajno registrovan,Domace tablice, Nije ostecen
200,Polovan motor,Sport / Super sport,1989,13304,350,19,26,2, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
6500,Polovan motor,Sport / Super sport,2007,22000,998,136,185,4, Manuelni, Bela, Registrovan,Domace tablice, Nije ostecen
4800,Polovan motor,Sport / Super sport,2007,24000,600,96,131,4, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
700,Polovan motor,Chopper / Cruiser,2007,7100,125,8,11,1, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
3000,Polovan motor,Supermoto,2005,46000,660,35,48,1, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
3950,Polovan motor,Naked,2003,25000,919,80,109,4, Manuelni, Plava, Nije registrovan, Na ime kupca, Nije ostecen
8495,Nov motor,Naked,2017,0,948,92,125,4, Manuelni, Siva, Nije registrovan, Na ime kupca, Nije ostecen
1200,Polovan motor,Enduro / Cross,2009,20200,250,13,18,1, Manuelni, Zelena, Registrovan,Domace tablice, Nije ostecen
499,Polovan motor,Scooter,2003,5,49,3,4,1, Automatski, Plava, Trajno registrovan,Domace tablice, Nije ostecen
650,Polovan motor,Enduro / Cross,1990,50544,125,8,10,1, Manuelni, Siva, Registrovan,Domace tablice, Nije ostecen
2350,Polovan motor,Sport / Super sport,2001,34150,600,88,120,4, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
500,Polovan motor,Chopper / Cruiser,2008,7000,125,8,11,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
4699,Polovan motor,Scooter,2015,2335,330,25,33,1, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
2300,Polovan motor,Sport / Super sport,2008,16000,250,27,37,, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
5200,Polovan motor,Sport / Super sport,2008,13650,599,87,118,4, Manuelni, Bela, Registrovan,Domace tablice, Nije ostecen
2900,Polovan motor,Scooter,2009,12470,244,16,22,1, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
500,Polovan motor,Scooter,2009,104658,150,5,7,4, Automatski, Siva, Nije registrovan, Na ime kupca, Nije ostecen
111,Polovan motor,Moped,1990,1111,50,2,3,1, Automatski, Crvena, Trajno registrovan, Strane tablice, ostecen - u voznom stanju
450,Polovan motor,Scooter,2010,9000,49,3,4,1, Automatski, Crna, Trajno registrovan,Domace tablice, Nije ostecen
2450,Polovan motor,Touring,2003,50000,739,56,76,4, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
260,Polovan motor,Scooter,2007,12000,50,3,4,1, Automatski, Crna, Trajno registrovan,Domace tablice, Nije ostecen
350,Polovan motor,Scooter,2011,15000,49,15,20,1, Automatski, Crvena, Nije registrovan, Strane tablice, Nije ostecen
500,Polovan motor,Scooter,2000,37000,124,9,12,1, Automatski, Narandžasta, Nije registrovan,Domace tablice, Nije ostecen
1150,Polovan motor,Scooter,2010,10500,49,4,5,1, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
250,Polovan motor,Oldtimer,1973,75000,150,7,10,1, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
3900,Polovan motor,Touring,2001,9700,1135,66,90,2, Manuelni, Zelena, Nije registrovan, Na ime kupca, Nije ostecen
2700,Polovan motor,Naked,2006,18000,600,80,109,4, Manuelni, Crna, Nije registrovan, Na ime kupca, Nije ostecen
1600,Polovan motor,Scooter,2004,28500,250,16,22,, Automatski, Teget, Nije registrovan,Domace tablice, Nije ostecen
580,Polovan motor,Moped,1960,8000,49,4,5,1, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
4450,Polovan motor,Chopper / Cruiser,2006,3753,805,39,53,4, Manuelni, Crna, Nije registrovan, Na ime kupca, Nije ostecen
4499,Polovan motor,Scooter,2012,25980,395,25,34,1, Automatski, Crna, Nije registrovan, Na ime kupca, Nije ostecen
420,Polovan motor,Scooter,2008,3800,50,3,4,, Automatski, Plava, Nije registrovan,Domace tablice, Nije ostecen
120,Polovan motor,Moped,1987,2000,49,36,49,1, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
599,Polovan motor,Sport / Super sport,1994,26000,125,21,29,1, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
3500,Polovan motor,Enduro / Cross,2006,15000,660,35,48,1, Manuelni, Bela, Registrovan,Domace tablice, Nije ostecen
2490,Polovan motor,Scooter,2009,34000,300,17,23,1, Automatski,Bez, Registrovan,Domace tablice, Nije ostecen
1550,Polovan motor,Naked,1987,37256,500,36,49,2, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
650,Polovan motor,Enduro / Cross,1991,28000,150,10,14,, Manuelni,, Registrovan,Domace tablice, Nije ostecen
650,Polovan motor,Scooter,2006,5000,49,5,7,1, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
2800,Polovan motor,Chopper / Cruiser,1997,37000,650,29,39,2, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
2700,Polovan motor,Scooter,2008,5899,400,25,34,1, Automatski, Crna, Nije registrovan, Na ime kupca, Nije ostecen
2290,Polovan motor,Scooter,2006,16700,244,17,22,, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
400,Polovan motor,Scooter,1993,26000,49,3,4,1, Automatski, Zelena, Nije registrovan,Domace tablice, Nije ostecen
430,Polovan motor,Scooter,2008,6500,125,4,5,1, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
1050,Polovan motor,Scooter,2004,42000,250,16,22,1, Automatski, Teget, Registrovan,Domace tablice, Nije ostecen
3650,Polovan motor,Naked,2002,17500,900,80,109,4, Manuelni, Siva, Nije registrovan, Na ime kupca, Nije ostecen
1099,Polovan motor,Scooter,2006,34000,200,14,19,1, Automatski, Bela, Registrovan,Domace tablice, Nije ostecen
500,Polovan motor,Oldtimer,1974,320000,150,10,14,1, Manuelni, Crna, Trajno registrovan,Domace tablice, Nije ostecen
390,Polovan motor,Moped,1989,13306,49,2,3,1, Automatski, Plava, Trajno registrovan,Domace tablice, Nije ostecen
1100,Polovan motor,Scooter,2007,25000,125,11,15,1, Automatski, Siva, Registrovan, Strane tablice, Nije ostecen
600,Nov motor,Enduro / Cross,2017,0,200,17,23,1, Manuelni,, Nije registrovan, Na ime kupca, Nije ostecen
25999,Nov motor,Touring,2016,0,1330,85,115,3, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
85,Polovan motor,Scooter,2006,6100,49,3,4,1, Automatski, Srebrna, Registrovan, Strane tablice, ostecen - u voznom stanju
900,Polovan motor,Scooter,2001,25000,125,9,12,1, Automatski,, Registrovan,Domace tablice, Nije ostecen
900,Polovan motor,Scooter,2015,1380,125,7,9,, Automatski, Bela, Registrovan,Domace tablice, Nije ostecen
9000,Polovan motor,Sport / Super sport,2014,4500,599,88,120,4, Manuelni,Zuta, Nije registrovan, Na ime kupca, ostecen - u voznom stanju
1500,Polovan motor,Sport / Super sport,1996,48636,1002,110,150,4, Manuelni, Plava, Nije registrovan,Domace tablice, ostecen - u voznom stanju
2200,Polovan motor,Touring,1992,65000,998,59,80,4, Manuelni, Bela, Registrovan,Domace tablice, Nije ostecen
450,Polovan motor,Scooter,2007,950,49,2,3,1, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
1150,Polovan motor,Scooter,2003,37000,264,15,20,1, Automatski,, Registrovan,Domace tablice, Nije ostecen
2800,Polovan motor,Touring,1999,44000,800,78,106,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
999,Polovan motor,Sport / Super sport,1991,55000,998,98,133,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
50,Polovan motor,Naked,1991,555645,150,18,24,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
1550,Polovan motor,Sport / Super sport,2001,330005,600,74,101,4, Manuelni, Narandžasta, Nije registrovan,Domace tablice, Nije ostecen
780,Polovan motor,Enduro / Cross,2010,14835,125,10,14,, Manuelni,, Nije registrovan, Na ime kupca, Nije ostecen
280,Polovan motor,Scooter,2008,10000,125,8,11,1, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
850,Polovan motor,Moped,2008,8900,244,10,14,, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Scooter,2004,1,49,3,4,1, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
7900,Polovan motor,Chopper / Cruiser,2012,22812,883,39,53,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
25999,Nov motor,Touring,2016,0,1330,85,115,3, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
550,Polovan motor,Scooter,2009,5400,125,6,8,1, Automatski, Srebrna, Nije registrovan,Domace tablice, Nije ostecen
1300,Polovan motor,Sport / Super sport,1998,53000,1000,77,105,2, Manuelni,Zuta, Registrovan,Domace tablice, Nije ostecen
500,Polovan motor,Scooter,2007,13001,49,3,4,, Automatski, Plava, Trajno registrovan,Domace tablice, Nije ostecen
13990,Polovan motor,Sport / Super sport,2013,8560,998,144,196,4, Manuelni, Siva, Registrovan,Domace tablice, Nije ostecen
300,Polovan motor,Scooter,2006,22000,49,2,3,1, Automatski,Zuta, Trajno registrovan,Domace tablice, Nije ostecen
800,Polovan motor,Scooter,2006,24000,125,8,11,, Automatski, Bela, Registrovan,Domace tablice, Nije ostecen
1450,Polovan motor,Sport / Super sport,1997,41000,750,95,129,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
1350,Polovan motor,Enduro / Cross,1998,11,250,45,61,1, Manuelni, Zelena, Nije registrovan, Strane tablice, Nije ostecen
2500,Polovan motor,Scooter,2007,64000,250,16,22,1, Automatski, Crvena, Registrovan,Domace tablice, Nije ostecen
6000,Polovan motor,Sport / Super sport,2008,25000,599,95,129,4, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
2300,Polovan motor,Supermoto,2004,32000,640,43,58,1, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
1050,Polovan motor,Enduro / Cross,1997,49000,650,35,48,1, Manuelni, Zelena, Nije registrovan,Domace tablice, Nije ostecen
500,Polovan motor,Scooter,2004,433489,150,150,204,1, Automatski, Plava, Nije registrovan, Strane tablice, Nije ostecen
1280,Polovan motor,Scooter,2004,25000,152,11,15,4, Automatski, Teget, Registrovan,Domace tablice, Nije ostecen
1800,Polovan motor,Chopper / Cruiser,1992,45000,535,44,60,2, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
300,Polovan motor,Scooter,2001,10000,49,3,4,1, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
750,Polovan motor,Sport / Super sport,1994,55844,1098,66,90,4, Manuelni, Plava, Nije registrovan, Na ime kupca, Nije ostecen
600,Nov motor,Enduro / Cross,2017,0,200,17,23,1, Manuelni,, Nije registrovan, Na ime kupca, Nije ostecen
4499,Polovan motor,Scooter,2012,25980,395,25,34,1, Automatski, Crna, Nije registrovan, Na ime kupca, Nije ostecen
4750,Polovan motor,Chopper / Cruiser,2007,3700,800,147,200,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
600,Polovan motor,Scooter,2006,15900,124,55,75,1, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Sport / Super sport,1998,19200,125,13,18,1, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
3350,Polovan motor,Scooter,2009,18500,395,25,34,1, Automatski, Siva, Nije registrovan, Na ime kupca, Nije ostecen
1300,Polovan motor,Scooter,2001,15000,249,14,18,, Automatski, Crna, Nije registrovan, Na ime kupca, Nije ostecen
1550,Polovan motor,Sport / Super sport,1998,21000,600,105,143,, Manuelni, Zelena, Registrovan,Domace tablice, Nije ostecen
250,Polovan motor,Moped,1989,10000,49,2,3,1, Automatski, Siva, Trajno registrovan,Domace tablice, Nije ostecen
2700,Polovan motor,Enduro / Cross,2007,1000,450,39,53,1, Manuelni, Crvena, Nije registrovan, Na ime kupca, Nije ostecen
1150,Polovan motor,Enduro / Cross,1992,28000,650,30,41,1, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
550,Polovan motor,Scooter,2007,11000,150,7,10,, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
350,Polovan motor,Naked,1991,1111,150,9,12,1, Manuelni,, Registrovan,Domace tablice, Nije ostecen
1350,Polovan motor,Sport / Super sport,1992,70000,600,77,105,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
2089,Polovan motor,Sport / Super sport,2000,50000,919,100,136,4, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
1750,Polovan motor,Sport / Super sport,1998,49488,500,55,75,, Manuelni,, Nije registrovan,Domace tablice, Nije ostecen
160,Polovan motor,Scooter,1998,100000,49,5,7,1, Automatski, Zelena, Nije registrovan,Domace tablice, Nije ostecen
220,Polovan motor,Moped,1987,20000,49,2,3,1, Automatski, Srebrna, Trajno registrovan,Domace tablice, Nije ostecen
600,Polovan motor,Scooter,2003,200,50,36,49,1, Automatski, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
530,Polovan motor,Enduro / Cross,2010,7000,50,3,4,1, Manuelni, Narandžasta, Registrovan,Domace tablice, Nije ostecen
7900,Polovan motor,Chopper / Cruiser,2012,22812,883,39,53,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
1150,Polovan motor,Enduro / Cross,2002,50,85,30,41,1, Manuelni, Zelena, Nije registrovan,Domace tablice, Nije ostecen
550,Polovan motor,Chopper / Cruiser,2008,8000,125,7,10,1, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
6100,Polovan motor,Scooter,2011,12000,499,32,44,2, Automatski, Bela, Nije registrovan, Na ime kupca, Nije ostecen
1550,Polovan motor,Chopper / Cruiser,1994,36000,652,23,31,1, Manuelni,, Registrovan,Domace tablice, Nije ostecen
4200,Polovan motor,Sport / Super sport,2005,36000,600,88,120,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Sport / Super sport,1990,56432,600,66,90,4, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
3800,Polovan motor,Naked,2008,22700,600,72,98,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
850,Polovan motor,Sport / Super sport,1989,62532,750,59,80,4, Manuelni, Siva, Nije registrovan,Domace tablice, Nije ostecen
6800,Polovan motor,Sport / Super sport,2007,25000,998,130,177,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
1650,Polovan motor,Scooter,2008,28200,249,16,22,1, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
500,Polovan motor,Moped,1998,2458,125,24,33,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
1700,Polovan motor,Sport / Super sport,1998,44000,750,98,133,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
10600,Polovan motor,Scooter,2016,5500,530,34,46,2, Automatski, Crna, Registrovan, Na ime kupca, Nije ostecen
550,Polovan motor,Sport / Super sport,1991,30000,400,48,65,4, Manuelni, Zelena, Registrovan,Domace tablice, Nije ostecen
3300,Polovan motor,Enduro / Cross,2010,100,450,65,88,1, Manuelni, Narandžasta, Nije registrovan, Strane tablice, Nije ostecen
4450,Polovan motor,Chopper / Cruiser,2006,3753,805,39,53,4, Manuelni, Crna, Nije registrovan, Na ime kupca, Nije ostecen
5000,Polovan motor,Sport / Super sport,2006,43500,600,88,120,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
1100,Polovan motor,Sport / Super sport,1994,1,600,72,98,4, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
1800,Polovan motor,Sport / Super sport,1997,34000,987,85,116,2, Manuelni, Crvena, Registrovan,Domace tablice, Nije ostecen
28000,Polovan motor,Sport / Super sport,2013,1500,1199,135,184,2, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
1400,Polovan motor,Sport / Super sport,2011,12000,49,5,7,, Manuelni, Bela, Nije registrovan, Na ime kupca, Nije ostecen
4300,Polovan motor,Scooter,2011,3230,500,27,37,1, Automatski, Siva, Registrovan,Domace tablice, Nije ostecen
4400,Polovan motor,Naked,2009,16000,850,56,76,2, Automatski, Crna, Nije registrovan, Na ime kupca, Nije ostecen
1850,Polovan motor,Naked,1996,57000,600,25,34,4, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
3490,Polovan motor,Naked,2015,4640,248,18,24,2, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
2200,Polovan motor,Scooter,2006,15000,250,16,22,1, Automatski, Crna, Nije registrovan, Na ime kupca, Nije ostecen
10500,Polovan motor,Naked,2013,7450,1293,127,173,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
1400,Polovan motor,Sport / Super sport,1992,36534,748,54,73,4, Manuelni, Crna, Registrovan,Domace tablice, Nije ostecen
200,Polovan motor,Scooter,2000,51000,125,7,10,4, Automatski, Bela, Nije registrovan,Domace tablice, ostecen - u voznom stanju
150,Polovan motor,Moped,1971,1000,2,2,3,1, Manuelni, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
1100,Polovan motor,Scooter,2006,20000,125,8,10,1, Automatski, Plava, Registrovan,Domace tablice, Nije ostecen
1500,Polovan motor,Sport / Super sport,1997,41000,600,78,106,4, Manuelni, Plava, Registrovan,Domace tablice, Nije ostecen
1800,Polovan motor,Sport / Super sport,1998,40000,599,74,101,4, Manuelni, Bela, Nije registrovan,Domace tablice, Nije ostecen
8480,Polovan motor,Scooter,2015,8000,530,34,46,2, Automatski, Crna, Registrovan,Domace tablice, Nije ostecen
11855,Nov motor,Naked,2017,0,1043,104,142,4, Manuelni, Crna, Nije registrovan, Na ime kupca, Nije ostecen
110,Polovan motor,Supermoto,1993,45379,750,39,53,4, Manuelni, Bela, Nije registrovan,Domace tablice, Nije ostecen
2100,Polovan motor,Scooter,2007,33178,399,25,34,1, Automatski, Teget, Registrovan,Domace tablice, Nije ostecen
200,Polovan motor,Enduro / Cross,1989,123858,49,3,4,1, Manuelni, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
2100,Polovan motor,Scooter,2006,18000,249,16,22,1, Automatski, Crna, Nije registrovan, Na ime kupca, Nije ostecen
