Cena,Stanje,Marka,Tip,Model,Godiste,Kilometraza,Kubikaza,kW,KS,Broj cilindara,Menjac,Boja,Registracija,Poreklo,Ostecenje
350,Polovan motor,Sprint,Supermoto,Apollo,2010,4000,250,13,18,1, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
3500,Polovan motor,Suzuki,Enduro / Cross,v storm 1000,2004,60000,1000,92,125,nepoznato, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
3000,Polovan motor,Suzuki,Sport / Super sport,K4,2003,42000,600,85,116,4, Manuelni, Plava, 07.2017.,Domace tablice, Nije ostecen
1050,Polovan motor,BMW,Scooter,c1,2000,39537,125,11,15,1, Automatski, Crvena, 09.2017.,Domace tablice, Nije ostecen
750,Polovan motor,Suzuki,Sport / Super sport,gsxf,1991,64300,600,66,90,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
650,Polovan motor,Sprint,Scooter,grizzy 50,2009,4000,49,3,4,1, Automatski, Siva, Trajno registrovan,Domace tablice, Nije ostecen
650,Polovan motor,Sprint,Chopper / Cruiser,Prince,2010,9800,125,10,14,2, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
700,Polovan motor,Gilera,Enduro / Cross,rcr 50 / žuta tablica,2005,21000,49,2,3,1, Manuelni, Crvena, 09.2017.,Domace tablice, Nije ostecen
220,Polovan motor,Tomos,Moped,apn4,1975,500,49,3,4,1, Manuelni, Plava, Trajno registrovan,Domace tablice, Nije ostecen
1450,Polovan motor,Peugeot,Scooter,Satelis 125,2006,12500,125,11,15,1, Automatski, Crna, 01.2018.,Domace tablice, Nije ostecen
200,Polovan motor,Qingqi,Scooter,LB50,2008,3850,49,2,3,nepoznato, Automatski, Siva, Trajno registrovan,Domace tablice, Nije ostecen
700,Polovan motor,Peda,Scooter,QS LB150T,2015,3000,150,6,8,1, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
1500,Polovan motor,Suzuki,Sport / Super sport,GSXR,1998,52954,750,99,135,4, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
600,Nov motor,Yamaha,Enduro / Cross,REPLICA 125cc 4takt,2017,0,200,17,23,1, Manuelni,nepoznato, Nije registrovan, Na ime kupca, Nije ostecen
300,Polovan motor,Tomos,Moped,apn6,1982,10000,49,2,3,1, Manuelni, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
1500,Polovan motor,Honda,Enduro / Cross,NX 650 Dominator,1996,35000,650,30,41,1, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
1250,Polovan motor,Honda,Enduro / Cross,mtx 125,1990,23000,125,15,20,1, Manuelni,Zuta, 01.2018.,Domace tablice, Nije ostecen
160,Polovan motor,Tomos,Moped,Apn 6,1986,111111,49,3,4,2, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
200,Polovan motor,Tomos,Moped,APN 4,1961,8100,49,2,3,1, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
850,Polovan motor,Suzuki,Enduro / Cross,TS125X,1986,32000,125,29,39,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
800,Polovan motor,Vespa,Scooter,125,2003,30000,124,5,7,1, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
160,Polovan motor,Tomos,Moped,APN 4,1975,1000,49,12,16,1, Manuelni, Zelena, Nije registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Honda,Sport / Super sport,VFR 750F,1988,58500,748,30,41,4, Manuelni, Bela, 05.2017.,Domace tablice, Nije ostecen
111,Polovan motor,Tomos,Moped,t12,1973,101,49,5,7,1, Manuelni, Plava, Trajno registrovan,Domace tablice, Nije ostecen
1350,Polovan motor,Suzuki,Sport / Super sport,GSXR 750 SRAD,1998,54000,749,118,160,4, Manuelni, Crna, 08.2017.,Domace tablice, Nije ostecen
600,Polovan motor,Yamasaki,Moped,pedo,2009,6000,49,2,3,1, Automatski, Crna, 07.2017.,Domace tablice, Nije ostecen
5600,Polovan motor,Gilera,Scooter,Gp800,2008,45000,845,55,75,4, Manuelni, Crna, 05.2017.,Domace tablice, Nije ostecen
1099,Polovan motor,Suzuki,Enduro / Cross,dr 650 RSE,1994,64000,640,27,37,1, Manuelni, Plava, Nije registrovan, Na ime kupca, Nije ostecen
1600,Polovan motor,Kawasaki,Sport / Super sport,zx9r,1999,1,900,147,200,4, Manuelni, Zelena, Nije registrovan,Domace tablice, Nije ostecen
350,Polovan motor,Gilera,Scooter,runner,2001,58122,50,5,7,1, Automatski, Crna, Trajno registrovan,Domace tablice, Nije ostecen
5000,Polovan motor,Honda,Enduro / Cross,nc700x,2012,32000,670,38,52,2, Manuelni, Srebrna, 05.2017.,Domace tablice, Nije ostecen
8495,Nov motor,Kawasaki,Naked,Z900,2017,0,948,92,125,4, Manuelni, Siva, Nije registrovan, Na ime kupca, Nije ostecen
400,Polovan motor,Yamasaki,Scooter,150ccm 8ks 2008god,2008,13000,150,6,8,1, Automatski, Crna, Nije registrovan, Na ime kupca, Nije ostecen
4500,Polovan motor,Ducati,Sport / Super sport,749 Testastretta,2006,24000,749,115,156,4, Manuelni, Crvena, 06.2017.,Domace tablice, Nije ostecen
350,Polovan motor,Sprint,Scooter,Phantom,2008,12784,150,7,10,1, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
1450,Polovan motor,Yamaha,Chopper / Cruiser,Virago 125,1997,50700,125,10,13,2, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
1700,Polovan motor,Yamaha,Naked,thunderrace,2001,333333,1000,110,150,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
1250,Polovan motor,Honda,Enduro / Cross,SLR 650,1998,40000,650,29,39,1, Manuelni,nepoznato, 07.2017.,Domace tablice, Nije ostecen
900,Polovan motor,Kymco,Scooter,Vitality,2006,17580,49,3,4,1, Automatski, Crvena, 05.2017.,Domace tablice, Nije ostecen
3000,Polovan motor,Honda,Scooter,Honda Silver Wing,2001,52532,600,37,50,2, Automatski, Crna, 08.2017.,Domace tablice, Nije ostecen
700,Polovan motor,Aprilia,Scooter,Habana 125,2001,26000,125,7,10,1, Automatski, Crna, Nije registrovan, Na ime kupca, Nije ostecen
2950,Polovan motor,Honda,Naked,Hornet,2004,46000,919,81,110,4, Manuelni, Siva, 06.2017.,Domace tablice, Nije ostecen
555,Polovan motor,Aprilia,Scooter,SR 50 RACING,2000,12000,50,4,5,1, Automatski, Crna, Trajno registrovan,Domace tablice, Nije ostecen
950,Polovan motor,Suzuki,Chopper / Cruiser,Savage 650,1996,53000,652,23,31,1, Manuelni, Crvena, 06.2017.,Domace tablice, Nije ostecen
1400,Polovan motor,Suzuki,Sport / Super sport,GSXR 600 SRAD,1997,35000,600,78,106,4, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
300,Polovan motor,Tomos,Moped,apn 6,1983,1000,49,4,5,nepoznato, Manuelni, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
600,Polovan motor,Honda,Sport / Super sport,nsr,1996,23200,125,10,13,1, Manuelni, Plava, 12.2016.,Domace tablice, Nije ostecen
1000,Polovan motor,Honda,Enduro / Cross,DOMINATOR NX650,1988,76300,650,32,44,1, Manuelni, Crvena, Nije registrovan, Na ime kupca, Nije ostecen
1300,Polovan motor,Kawasaki,Naked,Zephyr,1992,77000,750,24,32,4, Manuelni, Crna, 09.2017.,Domace tablice, Nije ostecen
1000,Polovan motor,Kawasaki,Naked,ZXR 750,1991,22000,748,72,98,4, Manuelni, Crna, 04.2017.,Domace tablice, Nije ostecen
2200,Polovan motor,Honda,Sport / Super sport,CBR 600F,2000,46000,599,38,52,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
3900,Polovan motor,Yamaha,Sport / Super sport,R1,2004,13000,998,130,177,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
1000,Polovan motor,Yamaha,Enduro / Cross,XT 600 2kf,1989,75000,595,28,38,1, Manuelni, Crna, 06.2017.,Domace tablice, Nije ostecen
820,Polovan motor,Gilera,Scooter,runer,2000,35,49,2,3,1, Automatski, Crna, Nije registrovan,Domace tablice, Nije ostecen
80,Polovan motor,Sprint,Scooter,sport,2007,200,49,2,2,1, Automatski, Crna, Trajno registrovan,Domace tablice, ostecen - nije u voznom stanju
450,Polovan motor,Tomos,Moped,Colibri AON unikat,1970,8000,51,2,3,1, Manuelni,Zuta, Trajno registrovan,Domace tablice, Nije ostecen
900,Polovan motor,Peda,Scooter,thunder CY50T/22,2016,198,49,3,4,1, Automatski, Crvena, 09.2017.,Domace tablice, Nije ostecen
2500,Polovan motor,Yamaha,Sport / Super sport,R6,1999,30000,600,88,120,4, Manuelni, Crvena, 05.2016.,Domace tablice, Nije ostecen
450,Polovan motor,Tomos,Enduro / Cross,CTX80,1990,12690,80,6,7,1, Manuelni, Bela, Nije registrovan,Domace tablice, Nije ostecen
100,Polovan motor,Honda,Touring,cbf 600,2005,18000,600,70,95,4, Manuelni, Siva, Nije registrovan,Domace tablice, Nije ostecen
550,Polovan motor,Honda,Sport / Super sport,vfr,1987,11111,750,75,102,4, Manuelni, Bela, Nije registrovan, Strane tablice, Nije ostecen
2100,Polovan motor,Yamaha,Touring,xj 900s diversion,1996,31000,900,71,96,4, Manuelni, Crvena, 09.2017.,Domace tablice, Nije ostecen
200,Polovan motor,Aprilia,Scooter,amico,1999,200,50,50,68,1, Automatski, Siva, Nije registrovan, Strane tablice, Nije ostecen
4000,Polovan motor,Kawasaki,Sport / Super sport,636,2006,36000,636,103,140,4, Manuelni, Zelena, 07.2017.,Domace tablice, Nije ostecen
1250,Polovan motor,Yamaha,Sport / Super sport,TZR 50,2005,15000,50,5,7,2, Manuelni, Siva, 07.2017.,Domace tablice, Nije ostecen
550,Polovan motor,Aprilia,Sport / Super sport,Af1,1990,47000,125,11,15,1, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
550,Polovan motor,MotoMania,Scooter,50,2009,7597,50,3,4,2, Automatski, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
1800,Polovan motor,Piaggio,Scooter,Beverly 500,2003,35000,459,29,39,1, Automatski, Siva, 03.2017.,Domace tablice, Nije ostecen
1200,Polovan motor,Suzuki,Scooter,burgman,2001,35000,40,25,34,2, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
2200,Polovan motor,Yamaha,Touring,TDM 850,2000,60000,850,60,82,2, Manuelni, Crna, 05.2017.,Domace tablice, Nije ostecen
3100,Polovan motor,BMW,Naked,R 1100 R,1996,67000,1100,59,80,nepoznato, Manuelni, Zelena, Nije registrovan,Domace tablice, Nije ostecen
279,Nov motor,Nitro,Sport / Super sport,Cross honda,2017,0,49,3,4,nepoznato, Automatski,nepoznato, Nije registrovan, Na ime kupca, Nije ostecen
4500,Polovan motor,Honda,Sport / Super sport,CBR 1000 RR Repsol,2006,16000,1000,133,181,4, Manuelni, Bela, Nije registrovan, Strane tablice, Nije ostecen
1150,Polovan motor,Yamaha,Sport / Super sport,FZR600 POVOLJNOOOO,1996,60000,599,68,92,4, Manuelni, Ljubičasta, 06.2017.,Domace tablice, Nije ostecen
890,Polovan motor,Sachs,Sport / Super sport,XTC,1999,10100,125,8,11,1, Manuelni, Plava, Nije registrovan, Na ime kupca, Nije ostecen
1850,Polovan motor,Yamaha,Naked,FZX 750,1993,41000,750,69,94,4, Manuelni, Crvena, 05.2017.,Domace tablice, Nije ostecen
1200,Polovan motor,Cagiva,Enduro / Cross,River,1996,35000,600,50,68,1, Manuelni, Teget, 07.2017.,Domace tablice, Nije ostecen
1300,Polovan motor,Aprilia,Scooter,Leonardo 300,2005,33475,264,15,20,1, Automatski, Siva, 06.2016.,Domace tablice, Nije ostecen
200,Polovan motor,Tomos,Moped,Apn 6,1990,333,59,2,3,1, Manuelni, Braon, Trajno registrovan,Domace tablice, Nije ostecen
800,Polovan motor,Keeway,Naked,Speed 150,2007,13000,150,9,12,nepoznato, Manuelni, Crvena, 07.2017.,Domace tablice, Nije ostecen
600,Polovan motor,Peugeot,Scooter,Speedfight 2,2001,18575,49,3,4,1, Automatski, Crvena, 12.2017.,Domace tablice, Nije ostecen
2500,Polovan motor,Yamaha,Enduro / Cross,450 f,2007,1,450,48,65,1, Manuelni, Plava, 04.2017.,Domace tablice, Nije ostecen
2400,Polovan motor,Honda,Touring,cbr 1100 xx,1997,80000,1100,123,167,4, Manuelni, Crna, 05.2017.,Domace tablice, Nije ostecen
5020,Polovan motor,Kawasaki,Sport / Super sport,ZX10R,2007,31437,998,129,175,4, Manuelni, Crna, 01.2018.,Domace tablice, Nije ostecen
350,Polovan motor,Sprint,Scooter,Max,2008,12544,49,2,3,1, Automatski, Bela, Nije registrovan,Domace tablice, Nije ostecen
1300,Polovan motor,Piaggio,Scooter,X8 200,2004,59150,200,14,19,1, Automatski, Crna, 06.2017.,Domace tablice, Nije ostecen
700,Polovan motor,Orion,Scooter,Graus,2013,6000,49,3,4,1, Automatski, Zlatna, Nije registrovan,Domace tablice, Nije ostecen
2600,Polovan motor,Suzuki,Sport / Super sport,gsxr 600,2002,15000,600,85,116,4, Manuelni, Plava, 01.2017.,Domace tablice, Nije ostecen
1100,Polovan motor,Peugeot,Scooter,jet force,2006,22000,49,4,5,1, Automatski, Crvena, Nije registrovan, Na ime kupca, Nije ostecen
3000,Polovan motor,Yamaha,Scooter,t max 500,2003,15000,499,29,39,1, Automatski, Plava, 05.2017.,Domace tablice, Nije ostecen
650,Polovan motor,Gilera,Scooter,RUNNER,2000,31000,49,3,4,1, Automatski, Crna, Trajno registrovan,Domace tablice, Nije ostecen
600,Polovan motor,Kymco,Scooter,agility sport,2008,13000,49,1,1,1, Automatski,Zuta, Trajno registrovan,Domace tablice, Nije ostecen
1650,Polovan motor,Yamaha,Enduro / Cross,TDM,1994,43000,850,28,38,2, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
15800,Polovan motor,BMW,Touring,K1600 GT,2013,39000,1600,118,160,6, Manuelni, Bela, 01.2018.,Domace tablice, Nije ostecen
1200,Polovan motor,Sym,Scooter,GTS 125,2008,9600,125,9,12,nepoznato, Automatski, Siva, 03.2017.,Domace tablice, Nije ostecen
1599,Polovan motor,Honda,Touring,vfr 750,1990,44000,748,47,64,4, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
300,Polovan motor,Tomos,Moped,Atx,1988,12573,49,2,3,1, Manuelni, Siva, Nije registrovan,Domace tablice, Nije ostecen
1450,Polovan motor,Honda,Enduro / Cross,CR 85 R,2005,100,85,20,27,1, Manuelni,nepoznato, Nije registrovan,Domace tablice, Nije ostecen
2200,Polovan motor,Yamaha,Chopper / Cruiser,virago 535 xv,1999,38000,535,34,46,2, Manuelni, Crna, 04.2017.,Domace tablice, Nije ostecen
5500,Polovan motor,Honda,Sport / Super sport,cbr 600 rr,2009,23000,600,1,1,nepoznato, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
699,Polovan motor,Piaggio,Scooter,liberty 125,2006,9999,125,14,19,nepoznato, Automatski, Bela, Nije registrovan,Domace tablice, Nije ostecen
4200,Polovan motor,Suzuki,Naked,gsr,2007,42000,600,72,98,4, Manuelni,nepoznato, 04.2017.,Domace tablice, Nije ostecen
3300,Polovan motor,Piaggio,Scooter,Beverly 300 ie Tourer,2011,12100,300,16,22,1, Automatski, Teget, Nije registrovan, Na ime kupca, Nije ostecen
700,Polovan motor,Gilera,Enduro / Cross,125rx,1994,5000,125,24,33,1, Manuelni,nepoznato, Nije registrovan, Strane tablice, Nije ostecen
6950,Polovan motor,KTM,Enduro / Cross,990 Adventure,2007,43000,999,73,99,nepoznato, Manuelni, Crna, 08.2017.,Domace tablice, Nije ostecen
2500,Polovan motor,KTM,Supermoto,Lc4,2004,22000,640,40,54,1, Manuelni, Siva, 03.2017.,Domace tablice, Nije ostecen
400,Polovan motor,Tomos,Moped,apn 6s,1991,7000,49,2,3,1, Manuelni, Crvena, Trajno registrovan,Domace tablice, Nije ostecen
9100,Polovan motor,Ducati,Sport / Super sport,996 S,2002,14000,996,90,123,2, Manuelni, Crvena, 01.2018.,Domace tablice, Nije ostecen
700,Polovan motor,Qingqi,Supermoto,gy,2008,30000,200,12,16,nepoznato, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
7900,Polovan motor,Harley Davidson,Chopper / Cruiser,Super Low,2012,22812,883,39,53,2, Manuelni, Crna, 03.2017.,Domace tablice, Nije ostecen
8000,Polovan motor,Yamaha,Scooter,T max 530,2012,24500,530,34,46,2, Automatski, Crna, 06.2017.,Domace tablice, Nije ostecen
3500,Polovan motor,Yamaha,Enduro / Cross,XT660R,2009,28000,660,35,48,1, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
1250,Polovan motor,Aprilia,Scooter,Atlantic,2003,32000,200,14,19,1, Automatski, Zelena, 07.2017.,Domace tablice, Nije ostecen
1200,Polovan motor,Peugeot,Supermoto,xps 50/80,2005,500,49,3,4,1, Manuelni, Zelena, Trajno registrovan,Domace tablice, Nije ostecen
6800,Polovan motor,Harley Davidson,Chopper / Cruiser,Sportster 883 Custom,2004,40000,883,40,54,2, Manuelni, Crna, 06.2017.,Domace tablice, Nije ostecen
25999,Nov motor,Bombardier,Touring,SPYDER RT,2016,0,1330,85,115,3, Automatski, Crvena, Nije registrovan,Domace tablice, Nije ostecen
3600,Polovan motor,Suzuki,Naked,Bandit 650,2005,18277,650,59,80,4, Manuelni, Crna, 04.2017.,Domace tablice, Nije ostecen
2100,Polovan motor,Suzuki,Naked,SV 650,2003,23973,645,52,70,2, Manuelni, Plava, 07.2017.,Domace tablice, Nije ostecen
1550,Polovan motor,Suzuki,Sport / Super sport,gsx600f,2001,39500,599,60,82,4, Manuelni, Crvena, Nije registrovan,Domace tablice, Nije ostecen
500,Polovan motor,Kymco,Scooter,Grand Dink 125/150,2000,24551,125,10,14,1, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
1750,Polovan motor,Honda,Chopper / Cruiser,CMX 450 REBEL,1986,33000,447,28,38,nepoznato, Manuelni, Crna, 04.2017.,Domace tablice, Nije ostecen
1500,Polovan motor,Yamaha,Scooter,Aerox,2007,1400,70,14,19,1, Automatski, Crna, Nije registrovan, Na ime kupca, Nije ostecen
32000,Polovan motor,Harley Davidson,Touring,CVO ULTRA LIMITED,2014,34500,1800,72,98,2, Manuelni, Srebrna, 04.2017.,Domace tablice, Nije ostecen
1600,Polovan motor,Derbi,Moped,SENDA DRD SM 50,2010,10500,49,2,3,1, Manuelni, Crna, 03.2017.,Domace tablice, Nije ostecen
350,Polovan motor,Peugeot,Scooter,speedfight,2001,14000,49,3,4,1, Automatski, Plava, Nije registrovan, Strane tablice, Nije ostecen
599,Polovan motor,Aprilia,Scooter,49CM,2001,111,49,1,1,1, Automatski, Plava, Nije registrovan, Na ime kupca, Nije ostecen
3500,Polovan motor,Piaggio,Scooter,mp3,2007,10000,250,16,22,1, Automatski, Plava, 01.2017.,Domace tablice, Nije ostecen
399,Polovan motor,Siamoto,Scooter,Sanyoumotor 125,2000,3000,125,3,4,nepoznato, Automatski, Zlatna, Nije registrovan,Domace tablice, Nije ostecen
890,Polovan motor,Peugeot,Scooter,ELYSE,2003,9404,100,6,9,1, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
2890,Polovan motor,Yamaha,Touring,FAZER,2004,25000,600,72,98,4, Manuelni, Siva, Nije registrovan,Domace tablice, Nije ostecen
4750,Polovan motor,Honda,Sport / Super sport,cbr1000rr,2006,35000,1000,126,171,4, Manuelni, Narandžasta, Nije registrovan,Domace tablice, Nije ostecen
990,Polovan motor,Sym,Combination / Sidecar,hiamen,2008,2400,124,8,11,nepoznato, Manuelni, Siva, Nije registrovan, Na ime kupca, Nije ostecen
890,Polovan motor,Rieju,Enduro / Cross,MX 50 Mini Cross Bike,2008,100,49,4,5,1, Automatski, Narandžasta, Nije registrovan,Domace tablice, Nije ostecen
2300,Polovan motor,Honda,Enduro / Cross,TRANSLAP,1996,54932,589,37,50,2, Manuelni, Ljubičasta, Nije registrovan,Domace tablice, Nije ostecen
7990,Polovan motor,Kawasaki,Touring,GTR 1400,2009,57758,1352,114,155,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
2600,Polovan motor,Suzuki,Naked,sv 650,2007,26300,650,55,75,2, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
7900,Polovan motor,Harley Davidson,Chopper / Cruiser,Super Low,2012,22812,883,39,53,2, Manuelni, Crna, 03.2017.,Domace tablice, Nije ostecen
3600,Polovan motor,Yamaha,Enduro / Cross,yz250f,2014,100,249,31,42,1, Manuelni, Plava, Nije registrovan,Domace tablice, Nije ostecen
200,Polovan motor,Zongshen,Scooter,Skuterhitno,2005,100,49,2,3,1, Automatski,Zuta, Trajno registrovan,Domace tablice, Nije ostecen
550,Polovan motor,Tomos,Enduro / Cross,ATX,2002,8000,49,2,3,1, Manuelni, Plava, Trajno registrovan,Domace tablice, Nije ostecen
4150,Polovan motor,Benelli,Naked,TNT 899 TORNADO,2008,7200,899,88,120,3, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
1300,Polovan motor,Honda,Enduro / Cross,Dominator,1989,33000,650,37,50,2, Manuelni, Bela, Nije registrovan,Domace tablice, Nije ostecen
3999,Polovan motor,Honda,Touring,VFR 800 VTEC ABS,2003,34000,782,80,109,4, Manuelni, Siva, 05.2017.,Domace tablice, Nije ostecen
600,Polovan motor,Honda,Sport / Super sport,nsr 125,1995,40000,125,10,14,1, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
400,Polovan motor,Peda,Scooter,Pikolo,2010,11388,50,4,5,2, Automatski, Crna, Trajno registrovan,Domace tablice, Nije ostecen
1250,Polovan motor,Suzuki,Scooter,Scooter,2002,32000,400,24,33,1, Automatski, Teget, 04.2017.,Domace tablice, Nije ostecen
2500,Polovan motor,Kymco,Scooter,downtown,2011,19000,300,23,31,nepoznato, Automatski, Bela, 08.2017.,Domace tablice, Nije ostecen
3650,Polovan motor,BMW,Enduro / Cross,r850gs,1999,70000,850,57,77,2, Manuelni, Crna, 06.2017.,Domace tablice, Nije ostecen
1100,Polovan motor,Yamaha,Enduro / Cross,dtr,1992,31000,125,11,15,4, Manuelni, Crna, Nije registrovan,Domace tablice, Nije ostecen
620,Polovan motor,Sprint,Enduro / Cross,Pulser,2008,10000,125,8,11,1, Manuelni, Bela, 08.2017.,Domace tablice, Nije ostecen
950,Polovan motor,Piaggio,Scooter,x9,2004,40000,180,15,20,4, Automatski, Siva, Nije registrovan,Domace tablice, Nije ostecen
650,Polovan motor,Aprilia,Scooter,sr 150,2000,14220,150,12,16,1, Automatski, Zelena, Nije registrovan,Domace tablice, Nije ostecen
1050,Polovan motor,Kawasaki,Enduro / Cross,klr 250 4t,1991,41000,249,1,1,1, Manuelni, Bela, 07.2017.,Domace tablice, Nije ostecen
18000,Polovan motor,Honda,Touring,Goldwing 1800,2006,51000,1832,88,120,6, Manuelni,nepoznato, 06.2017.,Domace tablice, Nije ostecen
850,Polovan motor,Peugeot,Scooter,Speedfight 2,2005,10730,49,3,4,1, Automatski, Crvena, 07.2017.,Domace tablice, Nije ostecen
499,Polovan motor,Sprint,Scooter,explorer,2009,9878,150,9,12,nepoznato, Automatski,nepoznato, 04.2017.,Domace tablice, Nije ostecen
1650,Polovan motor,Aprilia,Scooter,Atlantic 125,2005,24949,125,11,15,1, Automatski, Zlatna, Nije registrovan,Domace tablice, Nije ostecen
